outcome_variable,treatment_description,control_description,treatment_mean,control_mean,treatment_n,control_n,data_source,notes,control_se,effect_pct,element,mod_AMF_status,mod_Cd_added_mg_kg,mod_Cu_added_mg_kg,mod_DAG,mod_K_supply_mg_per_l,mod_N_rate,mod_N_supply_mg_per_l,mod_P_level_mg_per_kg,mod_P_supply_mg_per_l,mod_TOS,mod_average_across,mod_boron_category,mod_boron_level,mod_category,mod_clipping,mod_clone,mod_co2_control,mod_co2_elevated,mod_co2_level,mod_co2_ppm,mod_co2_treatment,mod_cohort,mod_crop,mod_cultivar,mod_culture_system,mod_days_from_seeding,mod_duration_days,mod_ecotype,mod_experiment,mod_fe_supply,mod_fungal_species,mod_genotype,mod_growth_form,mod_growth_stage,mod_harvest,mod_harvest_day,mod_harvest_time,mod_irrigation,mod_leaf_age,mod_leaf_position,mod_maturity,mod_measurement,mod_method,mod_mixture,mod_n_amendment,mod_n_form,mod_needle_age,mod_needle_year,mod_nitrogen_concentration,mod_nitrogen_level,mod_note,mod_nutrient_treatment,mod_o3,mod_o3_treatment,mod_ozone,mod_p_status,mod_p_treatment,mod_p_value,mod_photosynthetic_pathway,mod_rainfall_year,mod_sampling_date,mod_season,mod_significance,mod_soil,mod_soil_fertility,mod_soil_k,mod_soil_moisture,mod_sowing,mod_species,mod_tissue,mod_variety,mod_year,mod_years,n,paper_id,se_control,se_treatment,site,species,tissue,treatment_se,unit
Cu,"700 ppm CO2, 450 uM B","370 ppm CO2, 450 uM B",200,200,3,3,Figure 4c,,,0.0,Cu,,,,,,,,,,,,high,450 uM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,028_Mishra_2011,,,,,root,,mg/kg
Fe,"700 ppm CO2, 4.5 uM B","370 ppm CO2, 4.5 uM B",3000,2500,3,3,Figure 4d,,,20.0,Fe,,,,,,,,,,,,low,4.5 uM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,028_Mishra_2011,,,,,root,,mg/kg
Fe,"700 ppm CO2, 45 uM B","370 ppm CO2, 45 uM B",3500,2500,3,3,Figure 4d,,,40.0,Fe,,,,,,,,,,,,medium,45 uM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,028_Mishra_2011,,,,,root,,mg/kg
Fe,"700 ppm CO2, 450 uM B","370 ppm CO2, 450 uM B",2500,3000,3,3,Figure 4d,,,-16.67,Fe,,,,,,,,,,,,high,450 uM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,028_Mishra_2011,,,,,root,,mg/kg
C,"600 uL/L CO2, 40 DAE","350 uL/L CO2, 40 DAE",64.77,53.35,3,3,Table 3,,,21.4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
C,"600 uL/L CO2, 60 DAE","350 uL/L CO2, 60 DAE",67.4,54.25,3,3,Table 3,,,24.24,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
C,"600 uL/L CO2, 80 DAE","350 uL/L CO2, 80 DAE",73.71,55.2,3,3,Table 3,,,33.53,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
N,"600 uL/L CO2, 40 DAE","350 uL/L CO2, 40 DAE",3.89,5.46,3,3,Table 3,,,-28.75,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
N,"600 uL/L CO2, 60 DAE","350 uL/L CO2, 60 DAE",3.43,4.69,3,3,Table 3,,,-26.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
N,"600 uL/L CO2, 80 DAE","350 uL/L CO2, 80 DAE",3.05,4.53,3,3,Table 3,,,-32.67,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
P,"600 uL/L CO2, 40 DAE","350 uL/L CO2, 40 DAE",0.57,0.51,3,3,Table 3,,,11.76,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
P,"600 uL/L CO2, 60 DAE","350 uL/L CO2, 60 DAE",0.43,0.4,3,3,Table 3,,,7.5,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
P,"600 uL/L CO2, 80 DAE","350 uL/L CO2, 80 DAE",0.38,0.35,3,3,Table 3,,,8.57,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
Ca,"600 uL/L CO2, 40 DAE","350 uL/L CO2, 40 DAE",2.03,2.07,3,3,Table 3,,,-1.93,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
Ca,"600 uL/L CO2, 60 DAE","350 uL/L CO2, 60 DAE",1.92,1.94,3,3,Table 3,,,-1.03,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
Ca,"600 uL/L CO2, 80 DAE","350 uL/L CO2, 80 DAE",1.71,1.73,3,3,Table 3,,,-1.16,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,%
Fe,"600 uL/L CO2, 40 DAE","350 uL/L CO2, 40 DAE",111,113,3,3,Table 3,,,-1.77,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,ppm
Fe,"600 uL/L CO2, 60 DAE","350 uL/L CO2, 60 DAE",105,107,3,3,Table 3,,,-1.87,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,ppm
Fe,"600 uL/L CO2, 80 DAE","350 uL/L CO2, 80 DAE",103,109,3,3,Table 3,,,-5.5,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 DAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031_Pal_2003,,,,,leaf,,ppm
N,790 ppm CO2,350 ppm CO2,1.35,1.8,5,5,Figure 1a,,,-25.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
N,790 ppm CO2,350 ppm CO2,1.45,1.93,5,5,Figure 1a,,,-24.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
N,790 ppm CO2,350 ppm CO2,1.05,1.5,5,5,Figure 1a,,,-30.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
N,790 ppm CO2,350 ppm CO2,1.55,2.15,5,5,Figure 1a,,,-27.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
P,790 ppm CO2,350 ppm CO2,0.038,0.04,5,5,Figure 1b,,,-5.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2 effect NS (p=0.91),,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
P,790 ppm CO2,350 ppm CO2,0.055,0.06,5,5,Figure 1b,,,-8.3,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2 effect NS (p=0.91),,,,,,,,,,,,,basalt,nutrient-rich,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
P,790 ppm CO2,350 ppm CO2,0.028,0.035,5,5,Figure 1b,,,-20.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
P,790 ppm CO2,350 ppm CO2,0.05,0.065,5,5,Figure 1b,,,-23.1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
K,790 ppm CO2,350 ppm CO2,0.7,0.7,5,5,Figure 1c,,,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2 effect NS (p=0.93),,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
K,790 ppm CO2,350 ppm CO2,0.7,0.72,5,5,Figure 1c,,,-2.8,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2 effect NS (p=0.93),,,,,,,,,,,,,basalt,nutrient-rich,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
K,790 ppm CO2,350 ppm CO2,0.58,0.78,5,5,Figure 1c,,,-25.6,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
K,790 ppm CO2,350 ppm CO2,0.75,1.0,5,5,Figure 1c,,,-25.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Ca,790 ppm CO2,350 ppm CO2,0.35,0.35,5,5,Figure 1d,,,0.0,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2 effect NS (p=0.60),,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Ca,790 ppm CO2,350 ppm CO2,0.37,0.38,5,5,Figure 1d,,,-2.6,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2 effect NS (p=0.60),,,,,,,,,,,,,basalt,nutrient-rich,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Ca,790 ppm CO2,350 ppm CO2,0.27,0.35,5,5,Figure 1d,,,-22.9,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Ca,790 ppm CO2,350 ppm CO2,0.32,0.45,5,5,Figure 1d,,,-28.9,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Na,790 ppm CO2,350 ppm CO2,0.1,0.18,5,5,Figure 1e,,,-44.4,Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Na,790 ppm CO2,350 ppm CO2,0.12,0.22,5,5,Figure 1e,,,-45.5,Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Alphitonia petriei,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Na,790 ppm CO2,350 ppm CO2,0.085,0.15,5,5,Figure 1e,,,-43.3,Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhyolite,nutrient-poor,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
Na,790 ppm CO2,350 ppm CO2,0.13,0.23,5,5,Figure 1e,,,-43.5,Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basalt,nutrient-rich,,,,Flindersia brayleyana,,,,,5,032_Kanowski_2001,,,,,leaf,,% DW
N,elevated CO2 (ambient + 350 uL/L),ambient CO2,1.03,1.13,8,8,Table 3,,,-8.85,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,%
P,elevated CO2,ambient CO2,0.17,0.2,8,8,Table 3,,,-15.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,%
K,elevated CO2,ambient CO2,0.51,0.49,8,8,Table 3,,,4.08,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,%
Mg,elevated CO2,ambient CO2,0.12,0.12,8,8,Table 3,,,0.0,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,%
Ca,elevated CO2,ambient CO2,0.71,0.85,8,8,Table 3,,,-16.47,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,%
S,elevated CO2,ambient CO2,621,679,8,8,Table 3,,,-8.54,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,ug/g
Zn,elevated CO2,ambient CO2,26,24,8,8,Table 3,,,8.33,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,ug/g
Mn,elevated CO2,ambient CO2,83,59,8,8,Table 3,,,40.68,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,ug/g
Fe,elevated CO2,ambient CO2,40,48,8,8,Table 3,,,-16.67,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,ug/g
Cu,elevated CO2,ambient CO2,5.2,5.3,8,8,Table 3,,,-1.89,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,ug/g
B,elevated CO2,ambient CO2,23,31,8,8,Table 3,,,-25.81,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,foliage,,,,8,034_Johnson_1997,,,,Q. geminata,foliage,,ug/g
N,elevated CO2,ambient CO2,1.09,1.24,8,8,Table 3,,,-12.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,%
P,elevated CO2,ambient CO2,0.09,0.09,8,8,Table 3,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,%
K,elevated CO2,ambient CO2,0.46,0.46,8,8,Table 3,,,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,%
Mg,elevated CO2,ambient CO2,0.12,0.14,8,8,Table 3,,,-14.29,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,%
Ca,elevated CO2,ambient CO2,0.67,0.58,8,8,Table 3,,,15.52,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,%
S,elevated CO2,ambient CO2,418,550,8,8,Table 3,,,-24.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,ug/g
Zn,elevated CO2,ambient CO2,38,34,8,8,Table 3,,,11.76,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,ug/g
Mn,elevated CO2,ambient CO2,86,63,8,8,Table 3,,,36.51,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,ug/g
Fe,elevated CO2,ambient CO2,80,58,8,8,Table 3,,,37.93,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,ug/g
Cu,elevated CO2,ambient CO2,5.5,5.1,8,8,Table 3,,,7.84,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,ug/g
B,elevated CO2,ambient CO2,24,25,8,8,Table 3,,,-4.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,foliage,,,,8,034_Johnson_1997,,,,Q. myrtifolia,foliage,,ug/g
N,elevated CO2,ambient CO2,0.52,0.56,8,8,Table 3,,,-7.14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,%
P,elevated CO2,ambient CO2,0.14,0.16,8,8,Table 3,,,-12.5,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,%
K,elevated CO2,ambient CO2,0.35,0.32,8,8,Table 3,,,9.38,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,%
Mg,elevated CO2,ambient CO2,0.11,0.13,8,8,Table 3,,,-15.38,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,%
Ca,elevated CO2,ambient CO2,0.78,1.02,8,8,Table 3,,,-23.53,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,%
S,elevated CO2,ambient CO2,213,229,8,8,Table 3,,,-6.99,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,ug/g
Zn,elevated CO2,ambient CO2,37,42,8,8,Table 3,,,-11.9,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,ug/g
Mn,elevated CO2,ambient CO2,58,58,8,8,Table 3,,,0.0,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,ug/g
Fe,elevated CO2,ambient CO2,59,41,8,8,Table 3,,,43.9,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,ug/g
Cu,elevated CO2,ambient CO2,7.3,6.5,8,8,Table 3,,,12.31,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,ug/g
B,elevated CO2,ambient CO2,11,10,8,8,Table 3,,,10.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. geminata,stem,,,,8,034_Johnson_1997,,,,Q. geminata,stem,,ug/g
N,elevated CO2,ambient CO2,0.39,0.46,8,8,Table 3,,,-15.22,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,%
P,elevated CO2,ambient CO2,0.11,0.12,8,8,Table 3,,,-8.33,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,%
K,elevated CO2,ambient CO2,0.28,0.26,8,8,Table 3,,,7.69,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,%
Mg,elevated CO2,ambient CO2,0.11,0.11,8,8,Table 3,,,0.0,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,%
Ca,elevated CO2,ambient CO2,0.82,0.82,8,8,Table 3,,,0.0,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,%
S,elevated CO2,ambient CO2,113,129,8,8,Table 3,,,-12.4,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,ug/g
Zn,elevated CO2,ambient CO2,38,41,8,8,Table 3,,,-7.32,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,ug/g
Mn,elevated CO2,ambient CO2,35,31,8,8,Table 3,,,12.9,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,ug/g
Fe,elevated CO2,ambient CO2,35,66,8,8,Table 3,,,-46.97,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q. myrtifolia,stem,,,,8,034_Johnson_1997,,,,Q. myrtifolia,stem,,ug/g
